E0
1.31911
1.25849
1.23029
1.2086
1.18997
1.17794
1.15692
1.14701
1.1339
1.12098
1.10337
1.08972
1.0745
1.0611
1.0594
1.04825
1.04747
1.03948
1.02961
1.0174
1.00739
0.996541
0.987227
0.973585
0.959659
0.952588
0.942762
0.941197
0.931195
0.923388
0.914353
0.906055
0.900832
0.892995
0.885341
0.880285
0.8794
0.873145
0.862159
0.854266
0.859455
0.863161
0.861687
0.863174
0.85949
0.854919
0.855715
0.855316
0.853241
0.848429
0.843705
0.835805
0.827669
0.816926
0.817842
0.815906
0.814215
0.807598
0.79241
0.79132
0.791334
0.784451
0.786694
0.778007
0.780276
0.779109
0.771833
0.777499
0.77936
0.767594
0.758787
0.751977
0.750851
0.747465
0.745382
0.737606
0.732014
0.730623
0.733122
0.738112
0.729974
0.729591
0.729273
0.737951
0.726245
0.731765
0.72687
0.726167
0.733102
0.722895
0.718556
0.710753
0.704698
0.712837
0.715203
0.708166
0.697009
0.685147
0.681356
0.681022
0.680847
0.675199
0.676268
0.670231
0.673476
0.682116
0.680175
0.667127
0.659654
0.660349
0.657435
0.646294
0.637282
0.638039
0.62989
0.627062
0.627889
0.631184
0.626581
0.627632
0.624513
0.623772
0.630856
0.628627
0.625353
0.613718
0.613302
0.610641
0.594343
0.585801
0.5855
0.609296
0.598853
0.60412
0.615037
0.619551
0.620833
0.617888
0.610853
0.59984
0.594268
0.592581
