E0
0.0102777
0.0563161
0.0787298
0.0954164
0.113977
0.12581
0.136905
0.144413
0.161174
0.172657
0.177632
0.186196
0.189356
0.196074
0.198277
0.202313
0.205075
0.218661
0.222226
0.22926
0.231831
0.231776
0.234965
0.234068
0.231058
0.233867
0.246248
0.25352
0.255937
0.255775
0.259881
0.259204
0.259674
0.269962
0.265633
0.267918
0.272883
0.273674
0.272263
0.277826
0.275762
0.284431
0.290803
0.292832
0.29786
0.300067
0.300967
0.3044
0.311295
0.309809
0.306853
0.312285
0.310323
0.310462
0.310052
0.314576
0.314521
0.326748
0.323685
0.333649
0.324475
0.329794
0.333395
0.342856
0.340434
0.339767
0.343772
0.345219
0.347487
0.349105
0.362873
0.369034
0.36772
0.373366
0.376897
0.380593
0.383281
0.385539
0.390211
0.384417
0.384149
0.386264
0.393711
0.391785
0.387569
0.392278
0.393752
0.405641
0.404479
0.411799
0.409771
0.404528
0.405633
0.402523
0.40182
0.410221
0.419209
0.412012
0.401243
0.399867
0.398985
0.403761
0.406139
0.406933
0.40345
0.411068
0.411906
0.417027
0.415285
0.415419
0.415337
0.425409
0.427206
0.424704
0.434302
0.426197
0.429291
0.424118
0.430845
0.440874
0.438917
0.443528
0.441053
0.438374
0.431419
0.43407
