E0
0.516216
0.518169
0.520028
0.517546
0.52657
0.53721
0.540113
0.52598
0.514012
0.516433
0.486374
0.481591
0.479518
0.492597
0.49922
0.492339
0.465443
0.45927
0.437702
0.440079
0.433994
0.434613
0.454132
0.463042
0.435806
0.447994
0.465063
0.44996
0.4389
0.438593
0.449528
0.450812
0.457248
0.463163
0.466481
0.464553
0.472616
0.474754
0.472889
0.471374
0.49911
0.511577
0.512243
0.500337
0.495864
0.509755
0.509953
0.517536
0.529876
0.554495
0.544635
0.524934
0.519021
0.501361
0.485587
0.514028
0.512881
0.522987
0.515938
0.518816
0.498831
0.531116
0.535293
0.532837
0.513183
0.528726
0.50454
0.514988
0.509095
0.497199
0.473181
0.491009
0.481786
0.457773
0.461434
0.479227
0.491376
0.497873
0.506728
0.503792
0.48988
0.493992
0.491454
0.49671
0.483121
0.486526
0.487136
0.488342
0.500836
0.508206
0.502803
0.514609
0.502102
0.488053
0.492408
0.484317
0.506211
0.521247
0.526746
0.512991
0.517359
0.494196
0.510285
0.527295
0.519593
0.49473
0.492771
0.475672
0.464008
0.466122
0.460079
0.471687
0.451069
0.458555
0.467283
0.457572
0.4538
0.476183
0.474899
0.487618
0.496138
0.508686
0.487811
0.487603
0.464393
0.475652
0.483908
0.475718
0.472066
0.481185
0.449711
0.450646
0.45178
0.473047
0.476596
0.487704
0.498356
0.483496
0.480655
0.472774
0.477517
0.469648
0.468246
0.466793
0.456189
0.451782
0.457206
0.457649
0.457155
0.449125
0.439774
0.428166
0.450234
0.45679
0.462785
0.460503
0.470364
0.473155
0.487715
0.495207
0.475186
0.483443
0.484851
0.493646
0.521479
0.495012
0.510865
0.526701
0.511439
0.516132
0.505927
0.497377
0.50039
0.475453
0.47166
0.458372
0.45268
0.475637
0.484256
0.466422
0.457837
0.470403
0.474644
0.467827
0.467507
0.460063
0.475719
0.458223
0.47253
0.456337
0.461772
0.464518
0.474917
0.466725
0.451244
0.455636
0.471032
0.492621
0.470581
0.508727
0.508977
0.537722
0.524507
0.504202
0.518666
0.519877
0.533486
0.509882
0.507141
0.521082
0.530222
0.511191
0.523776
0.54052
0.504687
0.520964
0.519362
0.525638
0.538158
0.535239
0.544701
0.539885
0.544256
0.536871
0.541796
0.54197
0.529363
0.523101
0.536188
0.55714
0.541792
0.547747
0.546911
0.54422
0.552427
0.543261
0.531272
0.556062
0.519433
0.515024
0.50094
0.523398
0.519893
0.519786
0.514038
0.505862
0.485076
0.483526
0.45841
0.455423
0.443948
0.424811
0.428391
0.444013
0.451656
0.457218
0.460635
0.469392
0.473368
0.47591
0.481798
0.485451
0.476382
0.495055
0.5012
0.505409
0.494029
0.50452
0.500798
0.512352
0.541716
0.523288
0.518513
0.522638
0.513482
0.485545
0.487154
0.494617
0.489874
0.511614
0.518311
0.528037
0.502766
0.504287
0.517808
0.50254
0.512418
0.500552
0.506303
0.504831
0.48972
0.476142
0.48078
0.471765
0.475187
0.489094
0.482492
0.495875
0.483041
0.488014
0.504463
0.503972
0.509743
0.492937
0.494796
0.481292
0.487516
0.47689
0.487075
0.47526
0.484623
0.480695
0.484641
0.473042
0.469164
0.449868
0.438629
0.448215
0.452866
0.464669
0.450274
0.452684
0.455579
0.464713
0.466466
0.464588
0.460521
0.464868
0.459442
0.4581
0.468605
0.449934
0.439691
0.439909
0.449203
0.460224
0.463656
0.462516
0.46096
0.450858
0.456779
0.460275
0.476339
0.481935
0.468762
0.477098
0.494278
0.493568
0.474047
0.473702
0.47571
0.483564
0.493159
0.497329
0.484618
0.479979
0.486824
0.511059
0.500209
0.507167
0.507132
0.520489
0.504921
0.508774
0.508018
0.537823
0.553039
0.536505
0.551213
0.553716
0.551368
0.529007
0.534071
0.524607
0.532605
0.532822
0.526473
0.539797
0.539998
0.542033
0.537146
0.519051
0.523963
0.534838
0.535262
0.52597
0.516921
0.506948
0.51232
0.517571
0.51997
0.517751
0.517055
0.523204
0.516887
0.505826
0.499268
0.516196
0.515288
0.514755
0.506672
0.487014
0.503095
0.508425
0.516513
0.522382
0.525137
0.48851
0.492397
0.501886
0.513162
0.517841
0.510889
0.490365
0.491447
0.482798
0.480383
0.483094
0.474708
0.481328
0.467173
0.471063
0.459941
0.448305
0.455172
0.440976
0.455229
0.451501
0.464179
0.460844
0.471813
0.482474
0.454919
0.462578
0.455552
0.473588
0.484549
0.492712
0.474056
0.465548
0.476008
0.467193
0.461318
0.438651
0.433473
0.439537
0.433438
0.482267
0.486784
0.491778
0.493183
0.467796
0.451321
0.452703
0.468773
0.491529
0.477129
0.491981
0.489004
0.482543
0.496416
0.507758
0.507658
0.520255
0.514186
0.538503
0.542081
0.541028
0.547275
0.523446
0.523873
0.520561
0.513036
0.513288
0.528325
0.511843
0.506303
0.502212
0.484329
0.470509
0.475061
0.471902
0.474866
0.48493
0.480566
0.475993
0.460167
0.46441
0.468724
0.474293
0.469181
0.470483
0.470096
0.483478
0.477636
0.469403
0.465786
0.470875
0.487196
0.503773
